env_GANTRY_VERSION,env_GITHUB_REPO,env_GIT_REF,env_LEARNING_RATE,env_METHOD,env_MODEL,env_PIP_REQUIREMENTS_FILE,env_PYTHON_VERSION,env_RANK,env_SEED,env_TASK,experiment_id,experiment_name,metrics_epoch,metrics_eval_accuracy,metrics_eval_loss,metrics_eval_macro-f1,metrics_eval_micro-f1,metrics_eval_runtime,metrics_eval_samples,metrics_eval_samples_per_second,metrics_eval_steps_per_second,task_canceled,task_id,task_name
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,16,1,piqa,01H9P94EDNSWJHGP21BVRJCMM4,,9.31,0.6523394994559304,0.6226939558982849,0.6522941095143796,0.6523394994559304,15.6391,1838,117.526,14.707,,01H9P94EDQTQNR9RX1DFGKXSN6,piqa-microsoft-deberta-v3-xsmall-lora_16-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,1,piqa,01H9P94HD78SFSF4AFRV03BQBF,,,,,,,,,,,2023-09-06 23:46:37.484421 +0000 UTC,01H9P94HD97DT71CK7X4NTQJP2,piqa-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,1,piqa,01H9P94HD78SFSF4AFRV03BQBF,,9.31,0.6561479869423286,0.6151784062385559,0.6559683457328342,0.6561479869423286,15.5794,1838,117.976,14.763,,01H9P94HD97DT71CK7X4NTQJP2,piqa-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,64,1,piqa,01H9P94MCR6CKFNKR3KEDAKDGR,,9.31,0.6610446137105549,0.6059961915016174,0.6610220368801951,0.6610446137105549,15.9577,1838,115.18,14.413,,01H9P94MCTAQW8S3S77SBHWF0G,piqa-microsoft-deberta-v3-xsmall-lora_64-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,64,1,piqa,01H9P94MCR6CKFNKR3KEDAKDGR,,,,,,,,,,,2023-09-06 23:47:12.325606 +0000 UTC,01H9P94MCTAQW8S3S77SBHWF0G,piqa-microsoft-deberta-v3-xsmall-lora_64-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3843,1,piqa,01H9P94W93EAMB78JZ37111D4K,,9.31,0.6496191512513602,0.6201299428939819,0.6485789034286115,0.6496191512513602,21.8439,1838,84.142,10.529,,01H9P94W95VBZA1R2MREV8EPKD,piqa-microsoft-deberta-v3-xsmall-lora_3843-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3843,1,piqa,01H9P94W93EAMB78JZ37111D4K,,,,,,,,,,,2023-09-06 23:49:31.16132 +0000 UTC,01H9P94W95VBZA1R2MREV8EPKD,piqa-microsoft-deberta-v3-xsmall-lora_3843-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1538,1,piqa,01H9P94X8W4E3NS848HWSNDW5S,,9.31,0.6686615886833515,0.5948673486709595,0.6686614906032514,0.6686615886833515,18.867,1838,97.419,12.191,,01H9P94X8YDCM3E3224GE9QCDB,piqa-microsoft-deberta-v3-xsmall-lora_1538-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,769,1,piqa,01H9P94Z5HAFCPAT7GRJTFS3PJ,,9.31,0.6637649619151251,0.6106719970703125,0.6637394804244421,0.6637649619151251,16.9919,1838,108.169,13.536,,01H9P94Z5KQYQX3W21VJB15657,piqa-microsoft-deberta-v3-xsmall-lora_769-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,769,1,piqa,01H9P94Z5HAFCPAT7GRJTFS3PJ,,,,,,,,,,,2023-09-06 23:50:07.204755 +0000 UTC,01H9P94Z5KQYQX3W21VJB15657,piqa-microsoft-deberta-v3-xsmall-lora_769-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,1,piqa,01H9P950CY2VZHR1NS900P49T0,,9.31,0.5048966267682263,0.6959134340286255,0.33550253073029646,0.5048966267682263,20.6405,1838,89.048,11.143,,01H9P950D0BQ17BS61669Q2YH6,piqa-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,1,piqa,01H9P9538JP2E91QYVB75Z7KAA,,9.31,0.5048966267682263,0.6952747702598572,0.33550253073029646,0.5048966267682263,21.1125,1838,87.058,10.894,,01H9P9538KXTEPQDJ8H2R31PQ1,piqa-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-xsmall,requirements.txt,3.9,-1,2,piqa,01H9P9564MCV58MJ108RT28ESZ,,9.31,0.6877040261153428,0.751467227935791,0.6870811977980258,0.6877040261153428,14.1042,1838,130.316,16.307,,01H9P9564P78PKFSHPC0JTJ9JQ,piqa-microsoft-deberta-v3-xsmall-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1,2,piqa,01H9P95922RGK6PGJJRSJG11SM,,9.31,0.6490750816104461,0.6295400857925415,0.6488646026812834,0.6490750816104461,15.3781,1838,119.52,14.956,,01H9P95924M3K5S1A6WWR0CS2C,piqa-microsoft-deberta-v3-xsmall-lora_1-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2,2,piqa,01H9P95D25NX50BDJ1HCY6H9ST,,9.31,0.6539717083786725,0.633564293384552,0.6518939393939394,0.6539717083786725,15.6966,1838,117.096,14.653,,01H9P95D27FX2QN39EP32X0BP8,piqa-microsoft-deberta-v3-xsmall-lora_2-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,4,2,piqa,01H9P95F1BQ0BMHJQJ7G2C1YC7,,,,,,,,,,,2023-09-07 04:34:05.961421 +0000 UTC,01H9P95F1DRWJZTJ1ATV6RGZ4A,piqa-microsoft-deberta-v3-xsmall-lora_4-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,4,2,piqa,01H9P95F1BQ0BMHJQJ7G2C1YC7,,9.31,0.6534276387377584,0.6177884340286255,0.6532378468751435,0.6534276387377584,15.5311,1838,118.343,14.809,,01H9P95F1DRWJZTJ1ATV6RGZ4A,piqa-microsoft-deberta-v3-xsmall-lora_4-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,4,2,piqa,01H9P95F1BQ0BMHJQJ7G2C1YC7,,,,,,,,,,,2023-09-06 23:50:45.584435 +0000 UTC,01H9P95F1DRWJZTJ1ATV6RGZ4A,piqa-microsoft-deberta-v3-xsmall-lora_4-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,2,piqa,01H9P95MZ6FQ0K6YBZ897CBX8Z,,9.31,0.6561479869423286,0.6151781678199768,0.6559683457328342,0.6561479869423286,15.5166,1838,118.454,14.823,,01H9P95MZ8MXMG5ER9H5B3DM1G,piqa-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,2,piqa,01H9P95MZ6FQ0K6YBZ897CBX8Z,,,,,,,,,,,2023-09-06 23:51:23.024692 +0000 UTC,01H9P95MZ8MXMG5ER9H5B3DM1G,piqa-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,16,2,piqa,01H9P95PW5Y0NZ077ENRKY2TEZ,,9.31,0.6523394994559304,0.6226942539215088,0.6522941095143796,0.6523394994559304,15.6006,1838,117.816,14.743,,01H9P95PW7M9H0EGM0D3F657Y4,piqa-microsoft-deberta-v3-xsmall-lora_16-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,16,2,piqa,01H9P95PW5Y0NZ077ENRKY2TEZ,,,,,,,,,,,2023-09-06 23:52:40.081708 +0000 UTC,01H9P95PW7M9H0EGM0D3F657Y4,piqa-microsoft-deberta-v3-xsmall-lora_16-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,64,2,piqa,01H9P95R36G2HM7B3A21Z3H379,,9.31,0.6610446137105549,0.6059963703155518,0.6610220368801951,0.6610446137105549,15.5353,1838,118.311,14.805,,01H9P95R38Y27NZBPJ0FNHGQG7,piqa-microsoft-deberta-v3-xsmall-lora_64-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,64,2,piqa,01H9P95R36G2HM7B3A21Z3H379,,,,,,,,,,,2023-09-06 23:53:16.403694 +0000 UTC,01H9P95R38Y27NZBPJ0FNHGQG7,piqa-microsoft-deberta-v3-xsmall-lora_64-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3843,2,piqa,01H9P95TW0PZF6QT8QETEWVMQP,,,,,,,,,,,2023-09-06 23:53:53.428725 +0000 UTC,01H9P95TW3VB1VCM28J332YBW9,piqa-microsoft-deberta-v3-xsmall-lora_3843-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3843,2,piqa,01H9P95TW0PZF6QT8QETEWVMQP,,9.31,0.6490750816104461,0.6120138168334961,0.6489993382708885,0.6490750816104461,24.4772,1838,75.09,9.397,,01H9P95TW3VB1VCM28J332YBW9,piqa-microsoft-deberta-v3-xsmall-lora_3843-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,769,2,piqa,01H9P95XVESW3JE9FYZA01XWYZ,,9.31,0.6632208922742111,0.6037634611129761,0.6632207925836004,0.6632208922742111,17.0498,1838,107.802,13.49,,01H9P95XVG7TGP3XDTXXTS3ARH,piqa-microsoft-deberta-v3-xsmall-lora_769-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1538,2,piqa,01H9P960S12ZSWW80F3444D1Y1,,9.31,0.6686615886833515,0.5948693156242371,0.6686614906032514,0.6686615886833515,18.3743,1838,100.031,12.517,,01H9P960S34VK27X6370CDMG5K,piqa-microsoft-deberta-v3-xsmall-lora_1538-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,2,piqa,01H9P963R6GCH1WR1W6R1RZP1H,,9.31,0.5048966267682263,0.6932854056358337,0.33550253073029646,0.5048966267682263,19.8368,1838,92.656,11.595,,01H9P963R8MWHZDJWN2HFAY33T,piqa-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,2,piqa,01H9P966R1XDT1ZJG4BF6S5858,,9.31,0.514689880304679,0.692778468132019,0.4312495403499862,0.514689880304679,21.3067,1838,86.264,10.795,,01H9P966R3GN695KSKTK9CTDX7,piqa-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-xsmall,requirements.txt,3.9,-1,3,piqa,01H9P969NXXA4N2QBP0C2DVC5T,,9.31,0.6877040261153428,0.7473000884056091,0.6872759824757975,0.6877040261153428,14.1849,1838,129.574,16.214,,01H9P969NZZFNWH8Z4WQYMXJ9M,piqa-microsoft-deberta-v3-xsmall-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-xsmall,requirements.txt,3.9,-1,3,piqa,01H9P969NXXA4N2QBP0C2DVC5T,,,,,,,,,,,2023-09-06 23:53:18.860038 +0000 UTC,01H9P969NZZFNWH8Z4WQYMXJ9M,piqa-microsoft-deberta-v3-xsmall-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1,3,piqa,01H9P96CWY4YBB283RE1XQ4ZH7,,9.31,0.6605005440696409,0.6272374391555786,0.660480845742867,0.6605005440696409,15.8366,1838,116.06,14.523,,01H9P96CX0NFS7VHYKZRDTSQ1P,piqa-microsoft-deberta-v3-xsmall-lora_1-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1,3,piqa,01H9P96CWY4YBB283RE1XQ4ZH7,,,,,,,,,,,2023-09-07 00:05:21.409298 +0000 UTC,01H9P96CX0NFS7VHYKZRDTSQ1P,piqa-microsoft-deberta-v3-xsmall-lora_1-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2,3,piqa,01H9P96FKZ103XAT3RV3HBTYH2,,,,,,,,,,,2023-09-07 04:41:57.261781 +0000 UTC,01H9P96FM1NGGRQYNK2FHWS4QQ,piqa-microsoft-deberta-v3-xsmall-lora_2-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2,3,piqa,01H9P96FKZ103XAT3RV3HBTYH2,,,,,,,,,,,2023-09-07 00:05:58.821243 +0000 UTC,01H9P96FM1NGGRQYNK2FHWS4QQ,piqa-microsoft-deberta-v3-xsmall-lora_2-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2,3,piqa,01H9P96FKZ103XAT3RV3HBTYH2,,,,,,,,,,,2023-09-07 06:01:49.164771 +0000 UTC,01H9P96FM1NGGRQYNK2FHWS4QQ,piqa-microsoft-deberta-v3-xsmall-lora_2-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2,3,piqa,01H9P96FKZ103XAT3RV3HBTYH2,,9.31,0.6577801958650707,0.6162272691726685,0.6567436935929857,0.6577801958650707,15.6356,1838,117.552,14.71,,01H9P96FM1NGGRQYNK2FHWS4QQ,piqa-microsoft-deberta-v3-xsmall-lora_2-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,4,3,piqa,01H9P96JJTH75QEBJ2X79765CK,,,,,,,,,,,2023-09-07 00:08:24.713317 +0000 UTC,01H9P96JJWDT8ZGFSK03EYQWK6,piqa-microsoft-deberta-v3-xsmall-lora_4-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,4,3,piqa,01H9P96JJTH75QEBJ2X79765CK,,9.31,0.6409140369967355,0.6314086318016052,0.6396232603239791,0.6409140369967355,18.1782,1838,101.11,12.652,,01H9P96JJWDT8ZGFSK03EYQWK6,piqa-microsoft-deberta-v3-xsmall-lora_4-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,16,3,piqa,01H9P96NGH1JE6EANE2G9NCKYF,,9.31,0.6523394994559304,0.6226939558982849,0.6522941095143796,0.6523394994559304,15.5146,1838,118.469,14.825,,01H9P96NGKE1FDSJHBW7VWPRVY,piqa-microsoft-deberta-v3-xsmall-lora_16-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,64,3,piqa,01H9P96VG1CFQPSG5N3NYAY8F6,,9.31,0.6610446137105549,0.6059961915016174,0.6610220368801951,0.6610446137105549,15.7558,1838,116.656,14.598,,01H9P96VG3CD39YCM16NKZ5KZK,piqa-microsoft-deberta-v3-xsmall-lora_64-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,3,piqa,01H9P96XCVAZXAJ5J224H1XX91,,9.31,0.6632208922742111,0.6214522123336792,0.6631250623652208,0.6632208922742111,13.2347,1838,138.877,17.379,,01H9P96XCZXJY8GG2T0R4SRHY7,piqa-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,3,piqa,01H9P96XCVAZXAJ5J224H1XX91,,,,,,,,,,,2023-09-06 23:53:55.780799 +0000 UTC,01H9P96XCZXJY8GG2T0R4SRHY7,piqa-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3843,3,piqa,01H9P96YGEP0YCBT60FSC6RZ99,,9.31,0.6490750816104461,0.6120145916938782,0.6489993382708885,0.6490750816104461,23.3766,1838,78.626,9.839,,01H9P96YGGFTER6K4G22SP7Z9F,piqa-microsoft-deberta-v3-xsmall-lora_3843-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,769,3,piqa,01H9P971CFBBH9HJJQVAWJ8M4V,,,,,,,,,,,2023-09-07 00:09:01.201103 +0000 UTC,01H9P971CHT1EQY20TY4NVFF8M,piqa-microsoft-deberta-v3-xsmall-lora_769-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,769,3,piqa,01H9P971CFBBH9HJJQVAWJ8M4V,,9.31,0.6719260065288357,0.5979944467544556,0.6719041544763364,0.6719260065288357,17.3298,1838,106.06,13.272,,01H9P971CHT1EQY20TY4NVFF8M,piqa-microsoft-deberta-v3-xsmall-lora_769-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1538,3,piqa,01H9P974AHGTNXS8GPQESBQ855,,9.31,0.6681175190424374,0.6010522842407227,0.6679272151711277,0.6681175190424374,18.8218,1838,97.653,12.22,,01H9P974AKAGDYRRS3KP8W39XV,piqa-microsoft-deberta-v3-xsmall-lora_1538-lr_1e-4-seed_3
