env_GANTRY_VERSION,env_GITHUB_REPO,env_GIT_REF,env_LEARNING_RATE,env_METHOD,env_MODEL,env_PIP_REQUIREMENTS_FILE,env_PYTHON_VERSION,env_RANK,env_SEED,env_TASK,experiment_id,experiment_name,metrics_epoch,metrics_eval_accuracy,metrics_eval_loss,metrics_eval_macro-f1,metrics_eval_micro-f1,metrics_eval_runtime,metrics_eval_samples,metrics_eval_samples_per_second,metrics_eval_steps_per_second,metrics_predict_accuracy,metrics_predict_loss,metrics_predict_macro-f1,metrics_predict_micro-f1,metrics_predict_runtime,metrics_predict_samples,metrics_predict_samples_per_second,metrics_predict_steps_per_second,task_canceled,task_id,task_name
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGSWPK5XTCGK7SA3S64RB,,,,,,,,,,,,,,,,,,,2023-08-14 20:35:31.340385 +0000 UTC,01H7TSGSWRYQ5ZPG2T1V1G4X8Z,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGSWPK5XTCGK7SA3S64RB,,,,,,,,,,,,,,,,,,,2023-08-14 19:50:27.627647 +0000 UTC,01H7TSGSWRYQ5ZPG2T1V1G4X8Z,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGSWPK5XTCGK7SA3S64RB,,,,,,,,,,,,,,,,,,,2023-08-14 21:10:26.209384 +0000 UTC,01H7TSGSWRYQ5ZPG2T1V1G4X8Z,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGSWPK5XTCGK7SA3S64RB,,,,,,,,,,,,,,,,,,,2023-08-14 20:44:10.280887 +0000 UTC,01H7TSGSWRYQ5ZPG2T1V1G4X8Z,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGSWPK5XTCGK7SA3S64RB,,,,,,,,,,,,,,,,,,,2023-08-15 00:03:33.651607 +0000 UTC,01H7TSGSWRYQ5ZPG2T1V1G4X8Z,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGSWPK5XTCGK7SA3S64RB,,1.43,0.9330038440417353,0.23338337242603302,0.9329992979103787,0.9330038440417353,101.0606,5463,54.057,3.384,0,0,0,0,101.0887,5463,54.042,3.383,,01H7TSGSWRYQ5ZPG2T1V1G4X8Z,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,1,qnli,01H7TSGWYRP4K878GB5NSG97WY,,,,,,,,,,,,,,,,,,,2023-08-14 19:50:51.670711 +0000 UTC,01H7TSGWYTTCQ7N2CF9MS422DA,qnli-microsoft-deberta-v3-large-full_finetuning-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,1,qnli,01H7TSGWYRP4K878GB5NSG97WY,,,,,,,,,,,,,,,,,,,2023-08-14 20:35:53.662091 +0000 UTC,01H7TSGWYTTCQ7N2CF9MS422DA,qnli-microsoft-deberta-v3-large-full_finetuning-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,1,qnli,01H7TSGWYRP4K878GB5NSG97WY,,,,,,,,,,,,,,,,,,,2023-08-14 20:44:07.594736 +0000 UTC,01H7TSGWYTTCQ7N2CF9MS422DA,qnli-microsoft-deberta-v3-large-full_finetuning-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,1,qnli,01H7TSGWYRP4K878GB5NSG97WY,,,,,,,,,,,,,,,,,,,2023-08-14 21:10:32.548716 +0000 UTC,01H7TSGWYTTCQ7N2CF9MS422DA,qnli-microsoft-deberta-v3-large-full_finetuning-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,1,qnli,01H7TSGWYRP4K878GB5NSG97WY,,1.43,0.9562511440600403,0.19423708319664001,0.9562507687864605,0.9562511440600403,112.4258,5463,48.592,3.042,0,0,0,0,112.7124,5463,48.468,3.034,,01H7TSGWYTTCQ7N2CF9MS422DA,qnli-microsoft-deberta-v3-large-full_finetuning-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGZVEGJF5SF8B5CA4V945,,,,,,,,,,,,,,,,,,,2023-08-14 21:00:50.207594 +0000 UTC,01H7TSGZVGDFDJ4DRNGB7KBJR1,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGZVEGJF5SF8B5CA4V945,,,,,,,,,,,,,,,,,,,2023-08-14 20:03:47.932698 +0000 UTC,01H7TSGZVGDFDJ4DRNGB7KBJR1,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGZVEGJF5SF8B5CA4V945,,,,,,,,,,,,,,,,,,,2023-08-14 21:18:21.760863 +0000 UTC,01H7TSGZVGDFDJ4DRNGB7KBJR1,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGZVEGJF5SF8B5CA4V945,,,,,,,,,,,,,,,,,,,2023-08-14 21:22:15.61525 +0000 UTC,01H7TSGZVGDFDJ4DRNGB7KBJR1,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGZVEGJF5SF8B5CA4V945,,,,,,,,,,,,,,,,,,,2023-08-14 21:23:28.320932 +0000 UTC,01H7TSGZVGDFDJ4DRNGB7KBJR1,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGZVEGJF5SF8B5CA4V945,,,,,,,,,,,,,,,,,,,2023-08-15 00:24:14.304689 +0000 UTC,01H7TSGZVGDFDJ4DRNGB7KBJR1,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGZVEGJF5SF8B5CA4V945,,,,,,,,,,,,,,,,,,,2023-08-14 21:30:13.237058 +0000 UTC,01H7TSGZVGDFDJ4DRNGB7KBJR1,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,qnli,01H7TSGZVEGJF5SF8B5CA4V945,,1.43,0.918542925132711,0.2590314745903015,0.9185397698297433,0.918542925132711,118.516,5463,46.095,2.886,0,0,0,0,118.4887,5463,46.106,2.886,,01H7TSGZVGDFDJ4DRNGB7KBJR1,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_1
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSH5SBNNFRS8BTHEXSWVP2,,1.43,0.9520410031118434,0.16535039246082306,0.9520390344931486,0.9520410031118434,118.2946,5463,46.181,2.891,0,0,0,0,118.3168,5463,46.173,2.891,,01H7TSH5SERY8QC1B2YTT81D3D,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSH5SBNNFRS8BTHEXSWVP2,,,,,,,,,,,,,,,,,,,2023-08-14 20:47:05.451199 +0000 UTC,01H7TSH5SERY8QC1B2YTT81D3D,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSH5SBNNFRS8BTHEXSWVP2,,,,,,,,,,,,,,,,,,,2023-08-14 21:17:51.872705 +0000 UTC,01H7TSH5SERY8QC1B2YTT81D3D,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSH5SBNNFRS8BTHEXSWVP2,,,,,,,,,,,,,,,,,,,2023-08-14 21:25:04.181961 +0000 UTC,01H7TSH5SERY8QC1B2YTT81D3D,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSH5SBNNFRS8BTHEXSWVP2,,,,,,,,,,,,,,,,,,,2023-08-14 21:32:50.261052 +0000 UTC,01H7TSH5SERY8QC1B2YTT81D3D,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSH5SBNNFRS8BTHEXSWVP2,,,,,,,,,,,,,,,,,,,2023-08-15 00:06:43.705924 +0000 UTC,01H7TSH5SERY8QC1B2YTT81D3D,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSH5SBNNFRS8BTHEXSWVP2,,,,,,,,,,,,,,,,,,,2023-08-15 00:45:40.471578 +0000 UTC,01H7TSH5SERY8QC1B2YTT81D3D,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,2,qnli,01H7TSH8Q46JWHWNDQRA2T4VPG,,,,,,,,,,,,,,,,,,,2023-08-14 21:03:30.081956 +0000 UTC,01H7TSH8Q68AT2G251QKCSS22V,qnli-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,2,qnli,01H7TSH8Q46JWHWNDQRA2T4VPG,,,,,,,,,,,,,,,,,,,2023-08-14 20:15:32.495499 +0000 UTC,01H7TSH8Q68AT2G251QKCSS22V,qnli-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,2,qnli,01H7TSH8Q46JWHWNDQRA2T4VPG,,,,,,,,,,,,,,,,,,,2023-08-14 21:18:45.425823 +0000 UTC,01H7TSH8Q68AT2G251QKCSS22V,qnli-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,2,qnli,01H7TSH8Q46JWHWNDQRA2T4VPG,,,,,,,,,,,,,,,,,,,2023-08-14 21:23:12.019768 +0000 UTC,01H7TSH8Q68AT2G251QKCSS22V,qnli-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,2,qnli,01H7TSH8Q46JWHWNDQRA2T4VPG,,,,,,,,,,,,,,,,,,,2023-08-14 21:23:28.317858 +0000 UTC,01H7TSH8Q68AT2G251QKCSS22V,qnli-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,2,qnli,01H7TSH8Q46JWHWNDQRA2T4VPG,,,,,,,,,,,,,,,,,,,2023-08-14 21:28:00.877602 +0000 UTC,01H7TSH8Q68AT2G251QKCSS22V,qnli-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,2,qnli,01H7TSH8Q46JWHWNDQRA2T4VPG,,,,,,,,,,,,,,,,,,,2023-08-15 00:06:36.777858 +0000 UTC,01H7TSH8Q68AT2G251QKCSS22V,qnli-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,2,qnli,01H7TSH8Q46JWHWNDQRA2T4VPG,,1.43,0.9547867472084935,0.22260749340057373,0.9547867411486222,0.9547867472084935,102.3505,5463,53.375,3.341,0,0,0,0,102.0418,5463,53.537,3.352,,01H7TSH8Q68AT2G251QKCSS22V,qnli-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSHBP8SD8XPJTGC1G9BMZN,,1.43,0.9309902983708584,0.24002061784267426,0.9309840452937194,0.9309902983708584,104.2445,5463,52.406,3.281,0,0,0,0,104.1217,5463,52.467,3.285,,01H7TSHBPATBXN0K0J9DCP9GM8,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,2,qnli,01H7TSHERJS0PY2XHZSPPXAGX1,,1.43,0.956068094453597,0.18701833486557007,0.9560680576527332,0.956068094453597,101.6488,5463,53.744,3.365,0,0,0,0,101.5936,5463,53.773,3.366,,01H7TSHERM3HD87FC4RQ4YAKH5,qnli-microsoft-deberta-v3-large-full_finetuning-lr_5e-6-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSHHKYT3QXDYRYZ9JR2E1B,,,,,,,,,,,,,,,,,,,2023-08-14 20:47:26.904604 +0000 UTC,01H7TSHHM126S7K33VJNJT4M1Y,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSHHKYT3QXDYRYZ9JR2E1B,,,,,,,,,,,,,,,,,,,2023-08-14 20:15:55.869852 +0000 UTC,01H7TSHHM126S7K33VJNJT4M1Y,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSHHKYT3QXDYRYZ9JR2E1B,,,,,,,,,,,,,,,,,,,2023-08-14 21:18:15.341879 +0000 UTC,01H7TSHHM126S7K33VJNJT4M1Y,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSHHKYT3QXDYRYZ9JR2E1B,,,,,,,,,,,,,,,,,,,2023-08-14 21:22:15.612153 +0000 UTC,01H7TSHHM126S7K33VJNJT4M1Y,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSHHKYT3QXDYRYZ9JR2E1B,,,,,,,,,,,,,,,,,,,2023-08-14 21:24:16.397525 +0000 UTC,01H7TSHHM126S7K33VJNJT4M1Y,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSHHKYT3QXDYRYZ9JR2E1B,,,,,,,,,,,,,,,,,,,2023-08-14 21:30:14.929912 +0000 UTC,01H7TSHHM126S7K33VJNJT4M1Y,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,5e-6,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,qnli,01H7TSHHKYT3QXDYRYZ9JR2E1B,,1.43,0.9187259747391543,0.2568235993385315,0.9187251877089191,0.9187259747391542,104.2865,5463,52.385,3.279,0,0,0,0,104.2241,5463,52.416,3.281,,01H7TSHHM126S7K33VJNJT4M1Y,qnli-microsoft-deberta-v3-large-lora_8-lr_5e-6-seed_2
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,3,qnli,01H7TSHQJ1HNHM1PTAVM4G39HT,,1.43,0.9531393007505033,0.16404196619987488,0.9531390353904611,0.9531393007505033,101.595,5463,53.772,3.366,0,0,0,0,101.4696,5463,53.839,3.37,,01H7TSHQJ3EFQ1C2PSMR6S57R2,qnli-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,3,qnli,01H7TSHTHMMF0ZEH4MTNDE83PR,,,,,,,,,,,,,,,,,,,2023-08-14 20:20:15.105409 +0000 UTC,01H7TSHTHPA54SHDGJM656H23C,qnli-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f407c300588a484e2d64d109513733f98410f7e3,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,3,qnli,01H7TSHTHMMF0ZEH4MTNDE83PR,,,,,,,,,,,,,,,,,,,2023-08-14 21:08:51.152573 +0000 UTC,01H7TSHTHPA54SHDGJM656H23C,qnli-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_3
